,1001temp,1001rhum,1001prcp,1001wdir,1001wspd,1001pres
2018-01-01 00:00:00,2.5,59.0,0.8,350.0,20.5,1026.4
2018-01-01 00:15:00,2.5,59.0,0.8,350.0,20.5,1026.4
2018-01-01 00:30:00,2.5,59.0,0.8,350.0,20.5,1026.4
2018-01-01 00:45:00,2.5,59.0,0.8,350.0,20.5,1026.4
2018-01-01 01:00:00,2.5,59.0,0.8,350.0,20.5,1026.4
2018-01-01 01:15:00,2.275,58.0,0.8,352.5,20.5,1026.575
2018-01-01 01:30:00,2.05,57.0,0.8,355.0,20.5,1026.75
2018-01-01 01:45:00,1.8250000000000002,56.0,0.8,357.5,20.5,1026.925
2018-01-01 02:00:00,1.6,55.0,0.8,360.0,20.5,1027.1
2018-01-01 02:15:00,1.2750000000000001,55.5,0.8,357.5,19.525,1027.375
2018-01-01 02:30:00,0.9500000000000001,56.0,0.8,355.0,18.55,1027.65
2018-01-01 02:45:00,0.625,56.5,0.8,352.5,17.575000000000003,1027.925
2018-01-01 03:00:00,0.3,57.0,0.8,350.0,16.6,1028.2
2018-01-01 03:15:00,0.04999999999999999,57.75,0.8,350.0,16.6,1028.275
2018-01-01 03:30:00,-0.2,58.5,0.8,350.0,16.6,1028.35
2018-01-01 03:45:00,-0.45,59.25,0.8,350.0,16.6,1028.425
2018-01-01 04:00:00,-0.7,60.0,0.8,350.0,16.6,1028.5
2018-01-01 04:15:00,-0.7749999999999999,58.5,0.8,350.0,18.475,1028.575
2018-01-01 04:30:00,-0.85,57.0,0.8,350.0,20.35,1028.65
2018-01-01 04:45:00,-0.925,55.5,0.8,350.0,22.225,1028.725
2018-01-01 05:00:00,-1.0,54.0,0.8,350.0,24.1,1028.8
2018-01-01 05:15:00,-1.125,52.5,0.8,347.5,23.200000000000003,1028.9
2018-01-01 05:30:00,-1.25,51.0,0.8,345.0,22.3,1029.0
2018-01-01 05:45:00,-1.375,49.5,0.8,342.5,21.4,1029.1
2018-01-01 06:00:00,-1.5,48.0,0.8,340.0,20.5,1029.2
2018-01-01 06:15:00,-1.675,47.0,0.8,345.0,20.95,1029.275
2018-01-01 06:30:00,-1.85,46.0,0.8,350.0,21.4,1029.35
2018-01-01 06:45:00,-2.0250000000000004,45.0,0.8,355.0,21.85,1029.425
2018-01-01 07:00:00,-2.2,44.0,0.8,360.0,22.3,1029.5
2018-01-01 07:15:00,-2.35,45.0,0.8,357.5,21.85,1029.6
2018-01-01 07:30:00,-2.5,46.0,0.8,355.0,21.4,1029.7
2018-01-01 07:45:00,-2.65,47.0,0.8,352.5,20.95,1029.8000000000002
2018-01-01 08:00:00,-2.8,48.0,0.8,350.0,20.5,1029.9
2018-01-01 08:15:00,-3.0,48.0,0.8,347.5,19.975,1030.075
2018-01-01 08:30:00,-3.2,48.0,0.8,345.0,19.45,1030.25
2018-01-01 08:45:00,-3.4,48.0,0.8,342.5,18.924999999999997,1030.425
2018-01-01 09:00:00,-3.6,48.0,0.8,340.0,18.4,1030.6
2018-01-01 09:15:00,-3.75,48.25,0.8,342.5,19.825,1030.6
2018-01-01 09:30:00,-3.9000000000000004,48.5,0.8,345.0,21.25,1030.6
2018-01-01 09:45:00,-4.05,48.75,0.8,347.5,22.675,1030.6
2018-01-01 10:00:00,-4.2,49.0,0.8,350.0,24.1,1030.6
2018-01-01 10:15:00,-4.275,49.0,0.8,350.0,23.200000000000003,1030.7749999999999
2018-01-01 10:30:00,-4.35,49.0,0.8,350.0,22.3,1030.9499999999998
2018-01-01 10:45:00,-4.425,49.0,0.8,350.0,21.4,1031.125
2018-01-01 11:00:00,-4.5,49.0,0.8,350.0,20.5,1031.3
2018-01-01 11:15:00,-4.6,49.75,0.8,350.0,22.3,1031.45
2018-01-01 11:30:00,-4.7,50.5,0.8,350.0,24.1,1031.6
2018-01-01 11:45:00,-4.800000000000001,51.25,0.8,350.0,25.9,1031.75
2018-01-01 12:00:00,-4.9,52.0,0.8,350.0,27.7,1031.9
2018-01-01 12:15:00,-5.0,52.5,0.8,350.0,26.35,1032.1750000000002
2018-01-01 12:30:00,-5.1,53.0,0.8,350.0,25.0,1032.45
2018-01-01 12:45:00,-5.2,53.5,0.8,350.0,23.65,1032.725
2018-01-01 13:00:00,-5.3,54.0,0.8,350.0,22.3,1033.0
2018-01-01 13:15:00,-5.1,53.25,0.8,347.5,24.1,1033.25
2018-01-01 13:30:00,-4.9,52.5,0.8,345.0,25.9,1033.5
2018-01-01 13:45:00,-4.7,51.75,0.8,342.5,27.7,1033.75
2018-01-01 14:00:00,-4.5,51.0,0.8,340.0,29.5,1034.0
2018-01-01 14:15:00,-4.225,50.25,0.8,257.5,27.25,1034.175
2018-01-01 14:30:00,-3.95,49.5,0.8,175.0,25.0,1034.35
2018-01-01 14:45:00,-3.675,48.75,0.8,92.5,22.75,1034.525
2018-01-01 15:00:00,-3.4,48.0,0.8,10.0,20.5,1034.7
2018-01-01 15:15:00,-3.225,47.5,0.8,95.0,21.4,1034.775
2018-01-01 15:30:00,-3.05,47.0,0.8,180.0,22.3,1034.85
2018-01-01 15:45:00,-2.875,46.5,0.8,265.0,23.200000000000003,1034.925
2018-01-01 16:00:00,-2.7,46.0,0.8,350.0,24.1,1035.0
2018-01-01 16:15:00,-2.375,45.0,0.8,350.0,25.450000000000003,1034.925
2018-01-01 16:30:00,-2.05,44.0,0.8,350.0,26.8,1034.85
2018-01-01 16:45:00,-1.725,43.0,0.8,350.0,28.15,1034.775
2018-01-01 17:00:00,-1.4,42.0,0.8,350.0,29.5,1034.7
2018-01-01 17:15:00,-1.25,41.5,0.8,350.0,26.275,1034.425
2018-01-01 17:30:00,-1.1,41.0,0.8,350.0,23.05,1034.15
2018-01-01 17:45:00,-0.95,40.5,0.8,350.0,19.825000000000003,1033.875
2018-01-01 18:00:00,-0.8,40.0,0.8,350.0,16.6,1033.6
2018-01-01 18:15:00,-0.7000000000000001,39.5,0.8,350.0,18.475,1033.6
2018-01-01 18:30:00,-0.6000000000000001,39.0,0.8,350.0,20.35,1033.6
2018-01-01 18:45:00,-0.5,38.5,0.8,350.0,22.225,1033.6
2018-01-01 19:00:00,-0.4,38.0,0.8,350.0,24.1,1033.6
2018-01-01 19:15:00,-0.30000000000000004,38.0,0.8,347.5,23.200000000000003,1033.5249999999999
2018-01-01 19:30:00,-0.2,38.0,0.8,345.0,22.3,1033.4499999999998
2018-01-01 19:45:00,-0.09999999999999998,38.0,0.8,342.5,21.4,1033.375
2018-01-01 20:00:00,0.0,38.0,0.8,340.0,20.5,1033.3
2018-01-01 20:15:00,0.2,37.25,0.8,345.0,21.4,1033.225
2018-01-01 20:30:00,0.4,36.5,0.8,350.0,22.3,1033.15
2018-01-01 20:45:00,0.6000000000000001,35.75,0.8,355.0,23.200000000000003,1033.075
2018-01-01 21:00:00,0.8,35.0,0.8,360.0,24.1,1033.0
2018-01-01 21:15:00,0.7250000000000001,35.25,0.8,272.5,21.775000000000002,1033.15
2018-01-01 21:30:00,0.65,35.5,0.8,185.0,19.450000000000003,1033.3
2018-01-01 21:45:00,0.575,35.75,0.8,97.5,17.125,1033.4499999999998
2018-01-01 22:00:00,0.5,36.0,0.8,10.0,14.8,1033.6
2018-01-01 22:15:00,0.15000000000000002,37.0,0.8,97.5,16.675,1033.6999999999998
2018-01-01 22:30:00,-0.19999999999999996,38.0,0.8,185.0,18.55,1033.8
2018-01-01 22:45:00,-0.5499999999999998,39.0,0.8,272.5,20.425,1033.9
2018-01-01 23:00:00,-0.9,40.0,0.8,360.0,22.3,1034.0
2018-01-01 23:15:00,-1.175,41.5,0.8,360.0,19.975,1034.175
2018-01-01 23:30:00,-1.4500000000000002,43.0,0.8,360.0,17.65,1034.35
2018-01-01 23:45:00,-1.725,44.5,0.8,360.0,15.325,1034.525
2018-01-02 00:00:00,-2.0,46.0,0.8,360.0,13.0,1034.7
2018-01-02 00:15:00,-2.075,46.0,0.8,360.0,13.0,1034.775
2018-01-02 00:30:00,-2.15,46.0,0.8,360.0,13.0,1034.85
2018-01-02 00:45:00,-2.2249999999999996,46.0,0.8,360.0,13.0,1034.925
2018-01-02 01:00:00,-2.3,46.0,0.8,360.0,13.0,1035.0
2018-01-02 01:15:00,-2.4499999999999997,46.75,0.8,357.5,13.0,1035.0291666666667
2018-01-02 01:30:00,-2.5999999999999996,47.5,0.8,355.0,13.0,1035.0583333333334
2018-01-02 01:45:00,-2.75,48.25,0.8,352.5,13.0,1035.0875
2018-01-02 02:00:00,-2.9,49.0,0.8,350.0,13.0,1035.1166666666668
2018-01-02 02:15:00,-3.05,49.25,0.8,350.0,13.0,1035.1458333333333
2018-01-02 02:30:00,-3.2,49.5,0.8,350.0,13.0,1035.175
2018-01-02 02:45:00,-3.35,49.75,0.8,350.0,13.0,1035.2041666666667
2018-01-02 03:00:00,-3.5,50.0,0.8,350.0,13.0,1035.2333333333333
2018-01-02 03:15:00,-3.675,51.0,0.8,350.0,13.9,1035.2625
2018-01-02 03:30:00,-3.85,52.0,0.8,350.0,14.8,1035.2916666666667
2018-01-02 03:45:00,-4.025,53.0,0.8,350.0,15.700000000000001,1035.3208333333334
2018-01-02 04:00:00,-4.2,54.0,0.8,350.0,16.6,1035.35
2018-01-02 04:15:00,-4.325,54.5,0.8,350.0,16.150000000000002,1035.3791666666666
2018-01-02 04:30:00,-4.45,55.0,0.8,350.0,15.700000000000001,1035.4083333333333
2018-01-02 04:45:00,-4.575,55.5,0.8,350.0,15.25,1035.4375
2018-01-02 05:00:00,-4.7,56.0,0.8,350.0,14.8,1035.4666666666667
2018-01-02 05:15:00,-4.8,56.25,0.8,265.0,14.8,1035.4958333333334
2018-01-02 05:30:00,-4.9,56.5,0.8,180.0,14.8,1035.525
2018-01-02 05:45:00,-5.0,56.75,0.8,95.0,14.8,1035.5541666666668
2018-01-02 06:00:00,-5.1,57.0,0.8,10.0,14.8,1035.5833333333335
2018-01-02 06:15:00,-5.1499999999999995,57.5,0.8,10.0,14.8,1035.6125
2018-01-02 06:30:00,-5.199999999999999,58.0,0.8,10.0,14.8,1035.6416666666667
2018-01-02 06:45:00,-5.25,58.5,0.8,10.0,14.8,1035.6708333333333
2018-01-02 07:00:00,-5.3,59.0,0.8,10.0,14.8,1035.7
2018-01-02 07:15:00,-5.35,58.75,0.8,10.0,14.8,1035.7291666666667
2018-01-02 07:30:00,-5.4,58.5,0.8,10.0,14.8,1035.7583333333334
2018-01-02 07:45:00,-5.45,58.25,0.8,10.0,14.8,1035.7875000000001
2018-01-02 08:00:00,-5.5,58.0,0.8,10.0,14.8,1035.8166666666666
2018-01-02 08:15:00,-5.575,58.5,0.8,12.5,15.25,1035.8458333333333
2018-01-02 08:30:00,-5.65,59.0,0.8,15.0,15.700000000000001,1035.875
2018-01-02 08:45:00,-5.725,59.5,0.8,17.5,16.150000000000002,1035.9041666666667
2018-01-02 09:00:00,-5.8,60.0,0.8,20.0,16.6,1035.9333333333334
2018-01-02 09:15:00,-5.875,60.0,0.8,20.0,16.150000000000002,1035.9625
2018-01-02 09:30:00,-5.949999999999999,60.0,0.8,20.0,15.700000000000001,1035.9916666666668
2018-01-02 09:45:00,-6.0249999999999995,60.0,0.8,20.0,15.25,1036.0208333333335
2018-01-02 10:00:00,-6.1,60.0,0.8,20.0,14.8,1036.0500000000002
2018-01-02 10:15:00,-6.199999999999999,60.25,0.8,20.0,14.350000000000001,1036.0791666666667
2018-01-02 10:30:00,-6.3,60.5,0.8,20.0,13.9,1036.1083333333333
2018-01-02 10:45:00,-6.4,60.75,0.8,20.0,13.45,1036.1375
2018-01-02 11:00:00,-6.5,61.0,0.8,20.0,13.0,1036.1666666666667
2018-01-02 11:15:00,-6.575,61.5,0.8,17.5,13.0,1036.1958333333334
2018-01-02 11:30:00,-6.65,62.0,0.8,15.0,13.0,1036.2250000000001
2018-01-02 11:45:00,-6.725,62.5,0.8,12.5,13.0,1036.2541666666668
2018-01-02 12:00:00,-6.8,63.0,0.8,10.0,13.0,1036.2833333333333
2018-01-02 12:15:00,-6.85,63.5,0.8,10.0,12.55,1036.3125
2018-01-02 12:30:00,-6.9,64.0,0.8,10.0,12.1,1036.3416666666667
2018-01-02 12:45:00,-6.95,64.5,0.8,10.0,11.649999999999999,1036.3708333333334
2018-01-02 13:00:00,-7.0,65.0,0.8,10.0,11.2,1036.4
2018-01-02 13:15:00,-6.75,63.75,0.8,12.5,11.649999999999999,1036.4750000000001
2018-01-02 13:30:00,-6.5,62.5,0.8,15.0,12.1,1036.5500000000002
2018-01-02 13:45:00,-6.25,61.25,0.8,17.5,12.55,1036.625
2018-01-02 14:00:00,-6.0,60.0,0.8,20.0,13.0,1036.7
2018-01-02 14:15:00,-5.525,58.25,0.8,17.5,13.45,1036.7
2018-01-02 14:30:00,-5.05,56.5,0.8,15.0,13.9,1036.7
2018-01-02 14:45:00,-4.574999999999999,54.75,0.8,12.5,14.350000000000001,1036.7
2018-01-02 15:00:00,-4.1,53.0,0.8,10.0,14.8,1036.7
2018-01-02 15:15:00,-3.6499999999999995,52.0,0.8,17.5,14.350000000000001,1036.7
2018-01-02 15:30:00,-3.1999999999999997,51.0,0.8,25.0,13.9,1036.7
2018-01-02 15:45:00,-2.75,50.0,0.8,32.5,13.45,1036.7
2018-01-02 16:00:00,-2.3,49.0,0.8,40.0,13.0,1036.7
2018-01-02 16:15:00,-1.9,48.0,0.8,75.0,9.75,1036.45
2018-01-02 16:30:00,-1.5,47.0,0.8,110.0,6.5,1036.2
2018-01-02 16:45:00,-1.0999999999999999,46.0,0.8,145.0,3.25,1035.95
2018-01-02 17:00:00,-0.7,45.0,0.8,180.0,0.0,1035.7
2018-01-02 17:15:00,-0.22499999999999998,43.5,0.8,215.0,2.35,1035.35
2018-01-02 17:30:00,0.25,42.0,0.8,250.0,4.7,1035.0
2018-01-02 17:45:00,0.7249999999999999,40.5,0.8,285.0,7.050000000000001,1034.65
2018-01-02 18:00:00,1.2,39.0,0.8,320.0,9.4,1034.3
2018-01-02 18:15:00,1.5,38.25,0.8,317.5,8.95,1033.975
2018-01-02 18:30:00,1.7999999999999998,37.5,0.8,315.0,8.5,1033.65
2018-01-02 18:45:00,2.0999999999999996,36.75,0.8,312.5,8.05,1033.325
2018-01-02 19:00:00,2.4,36.0,0.8,310.0,7.6,1033.0
2018-01-02 19:15:00,2.575,35.25,0.8,322.5,7.6,1032.65
2018-01-02 19:30:00,2.75,34.5,0.8,335.0,7.6,1032.3
2018-01-02 19:45:00,2.925,33.75,0.8,347.5,7.6,1031.9499999999998
2018-01-02 20:00:00,3.1,33.0,0.8,360.0,7.6,1031.6
2018-01-02 20:15:00,3.325,32.25,0.8,282.5,9.4,1031.35
2018-01-02 20:30:00,3.55,31.5,0.8,205.0,11.2,1031.1
2018-01-02 20:45:00,3.775,30.75,0.8,127.5,13.0,1030.85
2018-01-02 21:00:00,4.0,30.0,0.8,50.0,14.8,1030.6
2018-01-02 21:15:00,4.025,29.5,0.8,125.0,14.8,1030.5
2018-01-02 21:30:00,4.05,29.0,0.8,200.0,14.8,1030.4
2018-01-02 21:45:00,4.074999999999999,28.5,0.8,275.0,14.8,1030.3
2018-01-02 22:00:00,4.1,28.0,0.8,350.0,14.8,1030.2
2018-01-02 22:15:00,3.5999999999999996,29.25,0.8,350.0,13.450000000000001,1030.05
2018-01-02 22:30:00,3.0999999999999996,30.5,0.8,350.0,12.100000000000001,1029.9
2018-01-02 22:45:00,2.6,31.75,0.8,350.0,10.75,1029.75
2018-01-02 23:00:00,2.1,33.0,0.8,350.0,9.4,1029.6
2018-01-02 23:15:00,1.7000000000000002,35.5,0.8,342.5,8.4,1029.675
2018-01-02 23:30:00,1.3,38.0,0.8,335.0,7.4,1029.75
2018-01-02 23:45:00,0.8999999999999999,40.5,0.8,327.5,6.4,1029.825
2018-01-03 00:00:00,0.5,43.0,0.8,320.0,5.4,1029.9
2018-01-03 00:15:00,0.325,44.25,0.8,320.0,5.4,1029.825
2018-01-03 00:30:00,0.15000000000000002,45.5,0.8,320.0,5.4,1029.75
2018-01-03 00:45:00,-0.02499999999999991,46.75,0.8,320.0,5.4,1029.675
2018-01-03 01:00:00,-0.2,48.0,0.8,320.0,5.4,1029.6
2018-01-03 01:15:00,-0.125,47.0,0.8,330.0,6.85,1029.6
2018-01-03 01:30:00,-0.04999999999999999,46.0,0.8,340.0,8.3,1029.6
2018-01-03 01:45:00,0.025000000000000022,45.0,0.8,350.0,9.75,1029.6
2018-01-03 02:00:00,0.1,44.0,0.8,360.0,11.2,1029.6
2018-01-03 02:15:00,0.05,44.5,0.8,275.0,11.2,1029.5
2018-01-03 02:30:00,0.0,45.0,0.8,190.0,11.2,1029.4
2018-01-03 02:45:00,-0.05000000000000002,45.5,0.8,105.0,11.2,1029.3
2018-01-03 03:00:00,-0.1,46.0,0.8,20.0,11.2,1029.2
2018-01-03 03:15:00,-0.225,47.0,0.8,17.5,10.75,1029.125
2018-01-03 03:30:00,-0.35,48.0,0.8,15.0,10.3,1029.0500000000002
2018-01-03 03:45:00,-0.475,49.0,0.8,12.5,9.85,1028.9750000000001
2018-01-03 04:00:00,-0.6,50.0,0.8,10.0,9.4,1028.9
2018-01-03 04:15:00,-0.525,49.75,0.8,17.5,9.85,1028.7250000000001
2018-01-03 04:30:00,-0.44999999999999996,49.5,0.8,25.0,10.3,1028.5500000000002
2018-01-03 04:45:00,-0.375,49.25,0.8,32.5,10.75,1028.375
2018-01-03 05:00:00,-0.3,49.0,0.8,40.0,11.2,1028.2
2018-01-03 05:15:00,-0.425,50.25,0.8,32.5,10.299999999999999,1028.125
2018-01-03 05:30:00,-0.55,51.5,0.8,25.0,9.399999999999999,1028.0500000000002
2018-01-03 05:45:00,-0.675,52.75,0.8,17.5,8.5,1027.9750000000001
2018-01-03 06:00:00,-0.8,54.0,0.8,10.0,7.6,1027.9
2018-01-03 06:15:00,-0.9,54.5,0.8,95.0,7.05,1027.7250000000001
2018-01-03 06:30:00,-1.0,55.0,0.8,180.0,6.5,1027.5500000000002
2018-01-03 06:45:00,-1.1,55.5,0.8,265.0,5.95,1027.375
2018-01-03 07:00:00,-1.2,56.0,0.8,350.0,5.4,1027.2
2018-01-03 07:15:00,-1.1,55.5,0.8,267.5,5.95,1027.025
2018-01-03 07:30:00,-1.0,55.0,0.8,185.0,6.5,1026.85
2018-01-03 07:45:00,-0.9,54.5,0.8,102.5,7.05,1026.675
2018-01-03 08:00:00,-0.8,54.0,0.8,20.0,7.6,1026.5
2018-01-03 08:15:00,-0.7250000000000001,54.25,0.8,22.5,8.05,1026.325
2018-01-03 08:30:00,-0.65,54.5,0.8,25.0,8.5,1026.15
2018-01-03 08:45:00,-0.575,54.75,0.8,27.5,8.95,1025.975
2018-01-03 09:00:00,-0.5,55.0,0.8,30.0,9.4,1025.8
2018-01-03 09:15:00,-0.55,55.5,0.8,61.25,7.050000000000001,1025.625
2018-01-03 09:30:00,-0.6,56.0,0.8,92.5,4.7,1025.4499999999998
2018-01-03 09:45:00,-0.6499999999999999,56.5,0.8,123.75,2.3499999999999996,1025.2749999999999
2018-01-03 10:00:00,-0.7,57.0,0.8,155.0,0.0,1025.1
2018-01-03 10:15:00,-0.7,57.0,0.8,186.25,1.35,1025.2749999999999
2018-01-03 10:30:00,-0.7,57.0,0.8,217.5,2.7,1025.4499999999998
2018-01-03 10:45:00,-0.7,57.0,0.8,248.75,4.050000000000001,1025.625
2018-01-03 11:00:00,-0.7,57.0,0.8,280.0,5.4,1025.8
2018-01-03 11:15:00,-0.6749999999999999,58.25,0.8,285.0,4.050000000000001,1025.8
2018-01-03 11:30:00,-0.6499999999999999,59.5,0.8,290.0,2.7,1025.8
2018-01-03 11:45:00,-0.625,60.75,0.8,295.0,1.3499999999999996,1025.8
2018-01-03 12:00:00,-0.6,62.0,0.8,300.0,0.0,1025.8
2018-01-03 12:15:00,-0.575,62.25,0.8,305.0,0.0,1025.8
2018-01-03 12:30:00,-0.55,62.5,0.8,310.0,0.0,1025.8
2018-01-03 12:45:00,-0.525,62.75,0.8,315.0,0.0,1025.8
2018-01-03 13:00:00,-0.5,63.0,0.8,320.0,0.0,1025.8
2018-01-03 13:15:00,-0.325,60.75,0.8,325.0,2.35,1025.8
2018-01-03 13:30:00,-0.15000000000000002,58.5,0.8,330.0,4.7,1025.8
2018-01-03 13:45:00,0.02499999999999991,56.25,0.8,335.0,7.050000000000001,1025.8
2018-01-03 14:00:00,0.2,54.0,0.8,340.0,9.4,1025.8
2018-01-03 14:15:00,0.5,51.5,0.8,333.75,7.050000000000001,1025.8
2018-01-03 14:30:00,0.8,49.0,0.8,327.5,4.7,1025.8
2018-01-03 14:45:00,1.0999999999999999,46.5,0.8,321.25,2.3499999999999996,1025.8
2018-01-03 15:00:00,1.4,44.0,0.8,315.0,0.0,1025.8
2018-01-03 15:15:00,1.7,41.25,0.8,308.75,1.35,1025.625
2018-01-03 15:30:00,2.0,38.5,0.8,302.5,2.7,1025.4499999999998
2018-01-03 15:45:00,2.3,35.75,0.8,296.25,4.050000000000001,1025.2749999999999
2018-01-03 16:00:00,2.6,33.0,0.8,290.0,5.4,1025.1
2018-01-03 16:15:00,2.925,31.75,0.8,297.5,7.75,1024.85
2018-01-03 16:30:00,3.25,30.5,0.8,305.0,10.100000000000001,1024.6
2018-01-03 16:45:00,3.575,29.25,0.8,312.5,12.450000000000001,1024.35
2018-01-03 17:00:00,3.9,28.0,0.8,320.0,14.8,1024.1
2018-01-03 17:15:00,4.275,28.0,0.8,325.0,13.9,1023.675
2018-01-03 17:30:00,4.65,28.0,0.8,330.0,13.0,1023.25
2018-01-03 17:45:00,5.025,28.0,0.8,335.0,12.1,1022.8249999999999
2018-01-03 18:00:00,5.4,28.0,0.8,340.0,11.2,1022.4
2018-01-03 18:15:00,5.65,28.0,0.8,335.0,10.75,1022.05
2018-01-03 18:30:00,5.9,28.0,0.8,330.0,10.3,1021.7
2018-01-03 18:45:00,6.15,28.0,0.8,325.0,9.85,1021.35
2018-01-03 19:00:00,6.4,28.0,0.8,320.0,9.4,1021.0
2018-01-03 19:15:00,6.575,26.5,0.8,315.0,10.3,1020.925
2018-01-03 19:30:00,6.75,25.0,0.8,310.0,11.2,1020.85
2018-01-03 19:45:00,6.925,23.5,0.8,305.0,12.1,1020.7750000000001
2018-01-03 20:00:00,7.1,22.0,0.8,300.0,13.0,1020.7
2018-01-03 20:15:00,7.074999999999999,22.0,0.8,300.0,13.45,1020.625
2018-01-03 20:30:00,7.05,22.0,0.8,300.0,13.9,1020.55
2018-01-03 20:45:00,7.025,22.0,0.8,300.0,14.350000000000001,1020.475
2018-01-03 21:00:00,7.0,22.0,0.8,300.0,14.8,1020.4
2018-01-03 21:15:00,6.85,22.5,0.8,300.0,13.9,1020.3
2018-01-03 21:30:00,6.7,23.0,0.8,300.0,13.0,1020.2
2018-01-03 21:45:00,6.550000000000001,23.5,0.8,300.0,12.1,1020.1
2018-01-03 22:00:00,6.4,24.0,0.8,300.0,11.2,1020.0
2018-01-03 22:15:00,6.0,24.75,0.8,300.0,11.2,1020.1
2018-01-03 22:30:00,5.6,25.5,0.8,300.0,11.2,1020.2
2018-01-03 22:45:00,5.2,26.25,0.8,300.0,11.2,1020.3
2018-01-03 23:00:00,4.8,27.0,0.8,300.0,11.2,1020.4
2018-01-03 23:15:00,4.4,27.25,0.8,300.0,10.75,1020.4
2018-01-03 23:30:00,4.0,27.5,0.8,300.0,10.3,1020.4
2018-01-03 23:45:00,3.6,27.75,0.8,300.0,9.85,1020.4
2018-01-04 00:00:00,3.2,28.0,0.8,300.0,9.4,1020.4
2018-01-04 00:15:00,2.9250000000000003,28.5,0.8,297.5,8.4,1020.475
2018-01-04 00:30:00,2.6500000000000004,29.0,0.8,295.0,7.4,1020.55
2018-01-04 00:45:00,2.375,29.5,0.8,292.5,6.4,1020.625
2018-01-04 01:00:00,2.1,30.0,0.8,290.0,5.4,1020.7
2018-01-04 01:15:00,1.8250000000000002,32.0,0.8,290.0,5.4,1020.8000000000001
2018-01-04 01:30:00,1.55,34.0,0.8,290.0,5.4,1020.9000000000001
2018-01-04 01:45:00,1.275,36.0,0.8,290.0,5.4,1021.0
2018-01-04 02:00:00,1.0,38.0,0.8,290.0,5.4,1021.1
2018-01-04 02:15:00,0.95,37.0,0.8,292.5,6.85,1021.1
2018-01-04 02:30:00,0.9,36.0,0.8,295.0,8.3,1021.1
2018-01-04 02:45:00,0.8500000000000001,35.0,0.8,297.5,9.75,1021.1
2018-01-04 03:00:00,0.8,34.0,0.8,300.0,11.2,1021.1
2018-01-04 03:15:00,0.7000000000000001,33.75,0.8,302.5,11.2,1021.25
2018-01-04 03:30:00,0.6000000000000001,33.5,0.8,305.0,11.2,1021.4000000000001
2018-01-04 03:45:00,0.5,33.25,0.8,307.5,11.2,1021.5500000000001
2018-01-04 04:00:00,0.4,33.0,0.8,310.0,11.2,1021.7
2018-01-04 04:15:00,0.30000000000000004,33.0,0.8,307.5,12.55,1021.7
2018-01-04 04:30:00,0.2,33.0,0.8,305.0,13.9,1021.7
2018-01-04 04:45:00,0.09999999999999998,33.0,0.8,302.5,15.25,1021.7
2018-01-04 05:00:00,0.0,33.0,0.8,300.0,16.6,1021.7
2018-01-04 05:15:00,-0.15,33.25,0.8,300.0,16.6,1021.7
2018-01-04 05:30:00,-0.3,33.5,0.8,300.0,16.6,1021.7
2018-01-04 05:45:00,-0.44999999999999996,33.75,0.8,300.0,16.6,1021.7
2018-01-04 06:00:00,-0.6,34.0,0.8,300.0,16.6,1021.7
2018-01-04 06:15:00,-0.75,35.25,0.8,300.0,15.25,1021.625
2018-01-04 06:30:00,-0.8999999999999999,36.5,0.8,300.0,13.9,1021.55
2018-01-04 06:45:00,-1.0499999999999998,37.75,0.8,300.0,12.55,1021.475
2018-01-04 07:00:00,-1.2,39.0,0.8,300.0,11.2,1021.4
2018-01-04 07:15:00,-1.3,39.5,0.8,300.0,11.2,1021.475
2018-01-04 07:30:00,-1.4,40.0,0.8,300.0,11.2,1021.55
2018-01-04 07:45:00,-1.5,40.5,0.8,300.0,11.2,1021.625
2018-01-04 08:00:00,-1.6,41.0,0.8,300.0,11.2,1021.7
2018-01-04 08:15:00,-1.7000000000000002,41.75,0.8,297.5,11.2,1021.625
2018-01-04 08:30:00,-1.8,42.5,0.8,295.0,11.2,1021.55
2018-01-04 08:45:00,-1.9,43.25,0.8,292.5,11.2,1021.475
2018-01-04 09:00:00,-2.0,44.0,0.8,290.0,11.2,1021.4
2018-01-04 09:15:00,-2.15,44.75,0.8,290.0,11.2,1021.4
2018-01-04 09:30:00,-2.3,45.5,0.8,290.0,11.2,1021.4
2018-01-04 09:45:00,-2.45,46.25,0.8,290.0,11.2,1021.4
2018-01-04 10:00:00,-2.6,47.0,0.8,290.0,11.2,1021.4
2018-01-04 10:15:00,-2.725,48.0,0.8,290.0,11.649999999999999,1021.475
2018-01-04 10:30:00,-2.85,49.0,0.8,290.0,12.1,1021.55
2018-01-04 10:45:00,-2.975,50.0,0.8,290.0,12.55,1021.625
2018-01-04 11:00:00,-3.1,51.0,0.8,290.0,13.0,1021.7
2018-01-04 11:15:00,-3.15,51.75,0.8,292.5,12.55,1021.8000000000001
2018-01-04 11:30:00,-3.2,52.5,0.8,295.0,12.1,1021.9000000000001
2018-01-04 11:45:00,-3.25,53.25,0.8,297.5,11.649999999999999,1022.0
2018-01-04 12:00:00,-3.3,54.0,0.8,300.0,11.2,1022.1
2018-01-04 12:15:00,-3.375,54.75,0.8,297.5,11.649999999999999,1022.275
2018-01-04 12:30:00,-3.45,55.5,0.8,295.0,12.1,1022.45
2018-01-04 12:45:00,-3.525,56.25,0.8,292.5,12.55,1022.625
2018-01-04 13:00:00,-3.6,57.0,0.8,290.0,13.0,1022.8
